"CBSACode","CBSApop","CBSAhhi","CBSATitle","Type","CBSAhhico","CBSAhhipl","CBSAplcount","CBSAplby10000","CBSAmdpi2007","CBSApcpop","CBSApcprop","CBSAzb"
13420,44442,0.609010030065158,"Bemidji, MN",0,1,0.0917293348055974,8,1.8000990054453,3.23300821369245,13431,0.302214121776698,5.95636959273323
13460,157733,0.450258582049303,"Bend-Redmond, OR",1,1,0.263976196927096,4,0.253593097195894,3.05821284197668,102854,0.652076610474663,0.388900771968032
13500,28933,0.546560033080264,"Bennettsville, SC",0,1,0.104560411877368,5,1.728130508416,2.2376593655079,9069,0.313448311616493,5.51328702172235
13540,37125,0.878511292027718,"Bennington, VT",0,1,0.00237963636363636,3,0.808080808080808,4.2423002672825,9074,0.244417508417508,3.3061494379546
13620,39361,0.505180484547989,"Berlin, NH-VT",0,0.730915379436337,0.0652058107136535,1,0.254058585909911,5.02566090382272,10051,0.255354284698051,0.994925878022087
13660,42798,0.644858584350547,"Big Rapids, MI",0,1,0.0616943656807511,5,1.16827889153699,2.97071003110383,10601,0.247698490583672,4.71653617583247
13700,36238,0.473406891715571,"Big Spring, TX",0,0.93462541509637,0.567334211323834,3,0.827860257188587,1.82859531531647,27282,0.752856117887301,1.09962612711678
13720,61313,0.310662337649582,"Big Stone Gap, VA",0,0.528515401705212,0.0183728421607833,9,1.46787793779459,NA,5614,0.091562963808654,16.0313501959387
13740,158934,0.436978319685587,"Billings, MT",1,0.870864848778089,0.431599929602199,10,0.62919199164433,2.89438371615744,104170,0.655429297695899,0.959969280983008
13780,251725,0.383540313929656,"Binghamton, NY",1,0.676300859455594,0.0425925139577929,14,0.55616247889562,4.54908205888583,47376,0.188205382858278,2.95508274231678
13820,1128047,0.147318273590812,"Birmingham-Hoover, AL",1,0.384153203385098,0.0467003937158062,91,0.806703975986816,6.68085467437158,293856,0.2604997841402,3.09675487313514
13900,114778,0.282751366842744,"Bismarck, ND",1,0.560673131787861,0.311156175599634,15,1.30687065465507,3.25100358828844,61272,0.533830525013504,2.44810027418723
13940,45607,0.534588854894917,"Blackfoot, ID",0,1,0.0795121381362145,6,1.31558751945973,2.68017039124765,11899,0.260902931567523,5.04244054122195
13980,178237,0.176475854083351,"Blacksburg-Christiansburg-Radford, VA",1,0.343969871309625,0.0828284934338578,11,0.617155809399844,4.02397728781183,80069,0.449227713662146,1.37381508448963
14010,186133,0.30769761116866,"Bloomington, IL",1,0.837884723640602,0.251967370687855,29,1.55802571279676,NA,76610,0.411587413301242,3.78540660488187
14020,159549,0.417642805914682,"Bloomington, IN",1,0.766121724938208,0.255786820493694,5,0.313383349315884,4.50064651194779,80405,0.503951764034873,0.621851874883403
14100,85562,0.343328918428334,"Bloomsburg-Berwick, PA",1,0.664171022843596,0.0498921177773706,12,1.40249176036091,6.53764709333196,25332,0.296066010612188,4.73709142586452
14140,107342,0.298924463233264,"Bluefield, WV-VA",0,0.512816819070612,0.0206733885055327,11,1.02476197574109,3.55146321989691,10447,0.0973244396415196,10.5293385660955
14180,46480,0.356543402900753,"Blytheville, AR",0,1,0.155255856534078,17,3.65748709122203,3.56893977046674,15620,0.33605851979346,10.8834827144686
14220,47168,0.566579595334013,"Bogalusa, LA",0,1,0.0749255122736605,4,0.848032564450475,1.67054442024619,12232,0.259328358208955,3.27011118378025
14260,616561,0.204710257034719,"Boise City, ID",1,0.500079511813562,0.151521213456552,22,0.356817897985763,4.97023777297234,205671,0.333577699530136,1.06966952073943
14340,26306,0.43499892510145,"Boone, IA",0,1,0.247315958276386,10,3.80141412605489,2.3432434476408,12661,0.48129704249981,7.89827027880894
14380,51079,0.623950176205058,"Boone, NC",0,1,0.112363229464843,1,0.195775171792713,2.31630602882815,17122,0.335206249143484,0.584043920102792
14420,22150,0.430772365455286,"Borger, TX",0,1,0.3742913278539,4,1.8058690744921,2.00334159134417,13251,0.59823927765237,3.01864010263376
14460,4552402,0.0979074066477999,"Boston-Cambridge-Newton, MA-NH",1,0.199290670262867,0.023638040759152,35,0.0768824897274011,13.8052358427372,936852,0.205792897903129,0.373591559819481
14500,294567,0.340578667948569,"Boulder, CO",1,1,0.211513883473536,10,0.339481340408124,3.50703237528209,97385,0.330603903356452,1.02685218462802
14540,158599,0.333542899856025,"Bowling Green, KY",1,0.54289501242568,0.135049566493206,10,0.630520999501888,2.19602201909694,58067,0.366124628780762,1.72214855253414
14580,89513,0.490965519642957,"Bozeman, MT",0,1,0.181191980105596,5,0.558578083630311,3.27336276629367,37280,0.41647581915476,1.3412017167382
14620,43450,0.515130407548422,"Bradford, PA",0,1,0.0530341736397934,7,1.61104718066743,4.72988090343615,8770,0.201841196777906,7.98175598631699
14660,91067,0.277561473341289,"Brainerd, MN",0,0.569421254690049,0.0330571574240781,33,3.62370562333227,6.84993602509289,13590,0.149230786124502,24.2825607064018
14700,83877,0.308412435624878,"Branson, MO",0,0.526949452987281,0.0212216650260101,18,2.14599949926678,3.30581127981812,10520,0.125421748512703,17.1102661596958
14720,27994,0.494518183016029,"Breckenridge, CO",0,1,0.0567348990862712,6,2.1433164249482,NA,4540,0.162177609487747,13.215859030837
14740,251133,0.590974406097672,"Bremerton-Silverdale, WA",1,1,0.0342878197950242,4,0.159278151417775,3.46655738544826,56933,0.226704574866704,0.702580225879543
14780,33718,0.559532056986244,"Brenham, TX",0,1,0.217329483798838,2,0.593154991399253,1.70857567373392,15716,0.466101192241533,1.27258844489692
14820,33090,0.67689563955696,"Brevard, NC",0,1,0.0531793762645006,2,0.604412209126624,1.56959262723408,7609,0.229948624962224,2.62846628991983
14860,916829,0.460475784833917,"Bridgeport-Stamford-Norwalk, CT",1,1,0.0610100438106396,6,0.0654429561019558,5.80241818976522,484752,0.528726730938921,0.123774631151599
15020,34869,0.611309294324104,"Brookhaven, MS",0,1,0.128778660692205,1,0.286787691072299,1.64363809765173,12513,0.358857437838768,0.799168864381044
15060,22364,0.53098303925914,"Brookings, OR",0,1,0.0929815732166072,3,1.34144160257557,3.30924810298352,6336,0.28331246646396,4.73484848484849
15100,31965,0.437013109457673,"Brookings, SD",0,1,0.481081449337638,9,2.81557954012201,3.02407403260342,22056,0.690004692632567,4.08052230685528
15180,406220,0.395230983641949,"Brownsville-Harlingen, TX",1,1,0.215747141046627,18,0.44310964501994,3.54658973104613,239872,0.590497759834572,0.750400213447172
15220,38106,0.474937317129381,"Brownwood, TX",0,1,0.263333052024046,4,1.0497034587729,2.36721516627444,19288,0.506167007820291,2.07382828701783
15260,112370,0.413328064482182,"Brunswick, GA",1,0.54523564358261,0.0191593080864571,4,0.355966895078758,2.39588699054098,15383,0.136895968674913,2.60027302866801
15340,43784,0.414182643721168,"Bucyrus, OH",0,1,0.149109837772619,7,1.59875753699982,3.27165043984789,12362,0.282340581034168,5.66251415628539
15380,1135509,0.364912944031625,"Buffalo-Cheektowaga-Niagara Falls, NY",1,0.691412053174465,0.0571017570066731,26,0.228972205416249,5.98136441979063,386681,0.340535389856003,0.672388868343673
15420,43021,0.255582053279457,"Burley, ID",0,0.502245423620719,0.080835410816468,10,2.32444620069269,3.46244168640799,10345,0.240463959461658,9.6665055582407
15460,47656,0.344222495715944,"Burlington, IA-IL",0,0.739665085404889,0.296718588179333,13,2.72788316266577,3.58249317043842,25663,0.538505120026859,5.06565873046799
15500,151131,0.414551151366589,"Burlington, NC",1,1,0.129963283202055,10,0.661677617431235,2.72405573754376,49963,0.330593987997168,2.00148109601105
15540,211261,0.322647218651824,"Burlington-South Burlington, VT",1,0.601251867656031,0.0518885111947781,9,0.426013320016473,6.29184308417443,60321,0.28552832751904,1.49201770527677
15580,34200,0.490326350415512,"Butte-Silver Bow, MT",0,1,0.96130540166205,2,0.584795321637427,1.53645665431404,33525,0.980263157894737,0.596569724086503
15620,47584,0.36548404395275,"Cadillac, MI",0,0.570643883146483,0.0488787689905204,7,1.47108271687962,3.90965830533278,10355,0.217615164761264,6.7600193143409
15660,55186,0.625418346186238,"Calhoun, GA",0,1,0.0807264495963663,5,0.906026890878121,1.74557139045336,15650,0.283586416844852,3.19488817891374
15680,105151,0.94725123272607,"California-Lexington Park, MD",1,1,0.000776440939155512,1,0.0951013304676132,NA,23483,0.223326454337096,0.425839969339522
15700,32618,0.516349659645623,"Cambridge, MD",0,1,0.147441633790784,9,2.75921270464161,2.15760093171192,12326,0.377889508860139,7.30163881226675
15740,40087,0.557333111990013,"Cambridge, OH",0,1,0.0747012754431014,9,2.245116870806,3.76379964038172,10635,0.265297976900242,8.46262341325811
15780,31488,0.360677284442326,"Camden, AR",0,0.71716996847941,0.154428152628605,10,3.17581300813008,2.80558687739481,12183,0.386909298780488,8.2081589099565
15820,24512,0.604964298112969,"Campbellsville, KY",0,1,0.1380665738825,1,0.407963446475196,1.52168283406131,9108,0.371573107049608,1.09793588054458
15860,46824,0.522917247282673,"Cañon City, CO",0,1,0.129929853685936,6,1.28139415684264,2.96667062351338,16400,0.350247736203656,3.65853658536585
15900,37069,0.387796340665624,"Canton, IL",0,1,0.1698707306754,20,5.39534381828482,5.40512684695247,14704,0.3966656775203,13.6017410228509
15940,404422,0.467063623681365,"Canton-Massillon, OH",1,0.867564363580969,0.0417794970771534,23,0.568712879121314,5.16310109014459,105156,0.260015528334265,2.18722659667542
15980,618754,0.518487137288174,"Cape Coral-Fort Myers, FL",1,1,0.0775767446655587,5,0.080807558415784,4.09073566989923,216603,0.350063191510681,0.230837061351874
16020,96275,0.294667959791467,"Cape Girardeau, MO-IL",1,0.64163798605292,0.179228929830418,20,2.07738249805245,4.05085513869157,37941,0.394089846793041,5.27134234732875
16060,126575,0.238225740166552,"Carbondale-Marion, IL",1,0.501176168107249,0.058938255874461,24,1.89610902626901,3.67110444801269,43095,0.340470077029429,5.56909154194222
16100,53829,0.430987602383749,"Carlsbad-Artesia, NM",0,1,0.280551529851168,4,0.743093871333296,1.87454412457113,37439,0.695517286221182,1.06840460482385
16180,55274,0.5,"Carson City, NV",1,1,1,1,0.180916886782212,1,55274,1,0.180916886782212
16220,75450,0.450440126817551,"Casper, WY",1,1,0.541642378641779,6,0.795228628230616,2.99929888118941,55316,0.733147779986746,1.08467712777497
16260,46163,0.420546412792576,"Cedar City, UT",0,1,0.410392845539122,6,1.29974221779347,2.1384142091522,28857,0.62511101964777,2.07921821395155
16300,257940,0.276971422671255,"Cedar Rapids, IA",1,0.687212029121722,0.260937218825805,40,1.55074823602388,4.0291283057579,126326,0.489749554159882,3.16641071513386
16340,41475,0.571148018014505,"Cedartown, GA",0,1,0.0664200215021649,3,0.723327305605787,2.12367747757252,9750,0.235081374321881,3.07692307692308
16380,40814,0.473151575625824,"Celina, OH",0,1,0.0825423001357855,8,1.9601117263684,3.15583344022075,10400,0.254814524427892,7.69230769230769
16460,39437,0.563472050090962,"Centralia, IL",0,1,0.0397385451156899,12,3.04282780130334,4.28405929669776,13032,0.330451099221543,9.20810313075507
16500,75455,0.535692145888843,"Centralia, WA",0,1,0.0575440017482173,9,1.19276389901266,3.68184036368013,16336,0.216499900603008,5.50930460333007
16540,149618,0.648901317780456,"Chambersburg-Waynesboro, PA",1,1,0.0242949113613942,6,0.401021267494553,5.08865388140641,30836,0.206098196741034,1.94577766247243
16580,231891,0.277812733340599,"Champaign-Urbana, IL",1,0.760816226315483,0.160952348575109,40,1.72494835935849,6.91565543459414,122305,0.527424522728351,3.27051224398021
16620,227078,0.371635569140094,"Charleston, WV",1,0.736321828438924,0.0597375281532713,19,0.836716899039097,5.13770435283143,51400,0.22635394005584,3.69649805447471
16660,64921,0.304427143123609,"Charleston-Mattoon, IL",0,0.717567662616637,0.196794781588327,11,1.69436699989218,4.04763268768769,40393,0.62218696569677,2.72324412645755
16700,664607,0.173965082906868,"Charleston-North Charleston, SC",1,0.391489199795864,0.0728121454045304,26,0.39120863909047,4.06933660742633,217554,0.327342324110339,1.1951055829817
16740,2217012,0.117165308307875,"Charlotte-Concord-Gastonia, NC-SC",1,0.217528630159357,0.114642191527918,72,0.324761435662053,4.93824075428811,948385,0.427776214111606,0.759185351940404
16820,218705,0.217158277218453,"Charlottesville, VA",1,0.276038093259419,0.0395288139541708,5,0.228618458654352,2.63601589311529,43475,0.198783749799959,1.15008625646924
16860,528143,0.232046798845668,"Chattanooga, TN-GA",1,0.44202569808669,0.104764508787189,25,0.473356647726089,4.44848575513718,167674,0.317478410203297,1.49098846571323
16940,91738,0.511872501451185,"Cheyenne, WY",1,1,0.420349541020751,4,0.436024330157623,2.23817541890594,59466,0.64821557042883,0.672653280866377
16980,9461105,0.111922340533393,"Chicago-Naperville-Elgin, IL-IN-WI",1,0.329216106845788,0.0843396160772379,352,0.372049565034951,17.9726437877121,3424790,0.361986258476151,1.02780024468654
17020,220000,0.447594802788145,"Chico, CA",1,1,0.173626518884298,5,0.227272727272727,3.08522869850221,86187,0.391759090909091,0.580133894902944
17060,78064,0.608546023228515,"Chillicothe, OH",0,1,0.0792557442501443,7,0.896700143472023,3.50940380394363,21901,0.280551854888297,3.19620108670837
17140,2114580,0.0969871290092711,"Cincinnati, OH-KY-IN",1,0.205053591279852,0.0236319636398626,140,0.662070009174399,11.0476608982163,296943,0.140426467667338,4.71470955705304
17200,218466,0.232602817206735,"Claremont-Lebanon, NH-VT",0,0.291324553146101,0.00739788724361981,7,0.320415991504399,4.04758642485489,26506,0.121327803868794,2.64091149173772
17220,94196,0.301585686892828,"Clarksburg, WV",0,0.577871212320949,0.0432602657132898,13,1.38010106586267,4.44711331940437,16578,0.175994734383626,7.84171793943781
17260,26151,0.445087080152375,"Clarksdale, MS",0,1,0.476858747424443,6,2.29436732820925,2.42902414656206,17962,0.686857099154908,3.3403852577664
17300,260625,0.283364203982112,"Clarksville, TN-KY",1,0.520761414568604,0.27576135624174,7,0.268585131894484,3.26231543222493,132929,0.51003932853717,0.526596905114761
17340,64665,0.618903589559234,"Clearlake, CA",0,1,0.061018704319293,2,0.309286321812418,3.38561896392955,15250,0.235830820381969,1.31147540983607
17380,34145,0.394060398500424,"Cleveland, MS",0,1,0.144708291311285,15,4.39302972616781,3.36408202828059,12334,0.361224190950359,12.1615047835252
17420,115788,0.460665547643237,"Cleveland, TN",1,0.75161188260923,0.127333624114599,5,0.431823677755899,2.52781018998806,41285,0.356556810723046,1.21109361753664
17460,2077240,0.135191139717203,"Cleveland-Elyria, OH",1,0.421992509586244,0.0465214612065705,106,0.510292503514279,9.34000765095822,451348,0.21728254799638,2.34852043212776
17500,39140,0.618516484452045,"Clewiston, FL",0,1,0.0474716007080175,2,0.510986203372509,1.8345133042046,7155,0.182805314256515,2.79524807826695
17540,49116,0.349413929221852,"Clinton, IA",0,1,0.336031270669824,15,3.05399462496946,2.77481047041588,26885,0.54737763661536,5.57931932304259
17580,48376,0.486255391838323,"Clovis, NM",0,1,0.610477718906409,4,0.826856292376385,1.82970815706659,37775,0.780862411112949,1.05890138980807
17660,138494,0.39281608610294,"Coeur d'Alene, ID",1,1,0.153403821013071,14,1.01087411729028,4.15685382633891,44137,0.318692506534579,3.17194190814963
17700,35471,0.393408139248782,"Coffeyville, KS",0,1,0.16431194056678,9,2.53728397846128,3.08768922741867,10295,0.290237095091765,8.74210781932977
17740,45248,0.56475671107946,"Coldwater, MI",0,1,0.0638338344586315,5,1.10502121640735,3.135170265276,10945,0.24188914427157,4.56829602558246
17780,228660,0.310764603899735,"College Station-Bryan, TX",1,0.737081466282336,0.280376942677278,12,0.524796641301496,3.10849031090967,170058,0.743715560220415,0.705641604629009
17820,645613,0.455143303691752,"Colorado Springs, CO",1,0.930281774362683,0.417918705012303,11,0.170380707947331,5.24209811104738,416427,0.64501024607621,0.264151940196001
